product_id,product_name,product_unit_price,product_category,product_description,product_image,brand_name,sku,barcode,launch_date,is_active
P000151,Columbia Tent,265.51,Outdoor,Approach number find water democratic east leader treatment single different.,https://picsum.photos/400/400,Columbia,SKU-000151,557994854217,2022-07-19,True
P000152,Panasonic Laptop,2142.33,Electronics,Hot ok us tough particular shake.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Panasonic,SKU-000152,629433653565,2023-11-19,True
P000153,Fender Guitar,203.01,Music,Receive chance mission method class land measure.,https://picsum.photos/400/400,Fender,SKU-000153,811644304566,2022-07-08,True
P000154,Pampers Baby Monitor,111.96,Baby,Room truth course hear spend style spring realize hot.,https://picsum.photos/400/400,Pampers,SKU-000154,510251366901,2022-12-25,True
P000155,Prada Shirt,227.03,Fashion,Early medical activity time only do.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Prada,SKU-000155,847325356782,2021-09-11,True
P000156,GenericBrandA Backpack,69.12,Misc,Bank what second some thing financial no.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000156,406595749635,2022-08-01,True
P000157,Penguin Science Book,19.35,Books,Month music indeed simple care happy forget choice.,https://picsum.photos/400/400,Penguin,SKU-000157,970414485434,2022-03-21,True
P000158,TraderJoes Milk,24.49,Groceries,Even discussion price herself against dream despite above note color scientist order range.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,TraderJoes,SKU-000158,621512716770,2022-03-19,False
P000159,Fender Drum Set,1135.97,Music,Soldier ok week stuff first sign be play term.,https://picsum.photos/400/400,Fender,SKU-000159,328542727724,2021-12-19,True
P000160,Sephora Lipstick,35.95,Beauty,Serve our avoid yes material record clearly movie capital spring society.,https://picsum.photos/400/400,Sephora,SKU-000160,132816431052,2022-09-09,True
P000161,Dove Mascara,58.89,Beauty,Former fact tough century single daughter real arm shake.,https://picsum.photos/400/400,Dove,SKU-000161,753067817300,2022-04-24,True
P000162,Pampers Diapers,129.29,Baby,Pull guess husband power teacher take live consumer physical if.,https://picsum.photos/400/400,Pampers,SKU-000162,141152635520,2023-05-14,True
P000163,3M Car Cover,400.0,Automotive,Action goal training right until suddenly visit myself.,https://picsum.photos/400/400,3M,SKU-000163,768456645613,2022-11-18,True
P000164,Hasbro Board Game,62.28,Toys & Games,Most coach inside consider seven these anyone floor social kind.,https://picsum.photos/400/400,Hasbro,SKU-000164,206225352889,2023-01-20,True
P000165,HP Tablet,344.76,Electronics,Really low early before central subject health season onto.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,HP,SKU-000165,224950202692,2022-09-26,True
P000166,H&M Dress,24.1,Fashion,Candidate finish magazine debate yard myself girl community analysis parent.,https://cdn-icons-png.flaticon.com/512/836/836600.png,H&M,SKU-000166,928566950389,2023-06-10,True
P000167,Husqvarna Hose,251.87,Garden,Sit but happen practice company society.,https://picsum.photos/400/400,Husqvarna,SKU-000167,563397308517,2022-06-23,True
P000168,Lego Doll,200.0,Toys & Games,Away nature trouble maybe read standard answer most thousand only.,https://picsum.photos/400/400,Lego,SKU-000168,892469527963,2022-12-26,True
P000169,Mattel LEGO Set,187.69,Toys & Games,Star stay story threat imagine small event special stand few.,https://picsum.photos/400/400,Mattel,SKU-000169,222353120973,2021-08-03,True
P000170,Ashley Wardrobe,267.41,Furniture,Operation likely administration order box serve treat.,https://picsum.photos/400/400,Ashley,SKU-000170,259366704557,2023-06-26,False
P000171,Adidas Jacket,67.05,Fashion,Tonight even player play receive again agreement Democrat final.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Adidas,SKU-000171,421501094301,2021-08-09,True
P000172,WalgreensBrand First Aid Kit,107.38,Health,Data study back behavior also idea into skin wide scientist kind north.,https://picsum.photos/400/400,WalgreensBrand,SKU-000172,195658571874,2022-06-09,True
P000173,Pampers Pacifier,110.98,Baby,Decision else point road serve answer off.,https://picsum.photos/400/400,Pampers,SKU-000173,681728818036,2021-10-28,True
P000174,Under Armour Shirt,156.68,Fashion,House enough work environment fear either plant.,https://images.unsplash.com/photo-1537010151-1e2469d3d832,Under Armour,SKU-000174,327767623318,2023-10-01,True
P000175,Philips Tablet,3000.0,Electronics,Run believe determine yourself art history.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Philips,SKU-000175,463857636301,2021-08-09,True
P000176,Pedigree Cat Litter,95.84,Pet Supplies,That wall order cold former hour.,https://picsum.photos/400/400,Pedigree,SKU-000176,500929961790,2023-03-22,True
P000177,Decathlon Tennis Racket,173.88,Sports,Company system smile five defense adult bit sort push forward practice activity commercial.,https://cdn-icons-png.flaticon.com/512/1046/1046947.png,Decathlon,SKU-000177,564033841299,2023-12-05,True
P000178,Hamilton Beach Cookware,391.65,Home & Kitchen,Call major truth approach medical gun budget expert me teacher during consumer generation.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Hamilton Beach,SKU-000178,888212085390,2022-10-19,True
P000179,CVSBrand Bandages,179.41,Health,Impact page east build produce foreign expert attorney rise American form everyone.,https://picsum.photos/400/400,CVSBrand,SKU-000179,176319109961,2022-08-04,False
P000180,Whirlpool Refrigerator,287.42,Appliances,Environment development audience behind throughout question already while keep actually style answer tax.,https://picsum.photos/400/400,Whirlpool,SKU-000180,205038481871,2022-09-16,True
P000181,Instant Pot Lamp,320.15,Home & Kitchen,Professional suffer people situation hundred meet drop tree consider man unit.,https://cdn-icons-png.flaticon.com/512/1046/1046857.png,Instant Pot,SKU-000181,861889075689,2021-10-03,True
P000182,CVSBrand Protein Powder,40.0,Health,Sing stop help season trouble rather wide everybody school kitchen heart join.,https://picsum.photos/400/400,CVSBrand,SKU-000182,667083576112,2022-07-14,True
P000183,Philips Table,154.66,Home & Kitchen,Authority several technology Mr first bring people fill information letter eat.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Philips,SKU-000183,858054115887,2022-07-07,True
P000184,Whirlpool Refrigerator,2500.0,Appliances,Move skin not technology save later article girl low apply choose three.,https://picsum.photos/400/400,Whirlpool,SKU-000184,684041691693,2022-06-27,True
P000185,GE Microwave,1766.01,Appliances,Call mind there pay the develop practice.,https://picsum.photos/400/400,GE,SKU-000185,958617867414,2021-09-23,True
P000186,H&M Shirt,188.25,Fashion,Knowledge likely number large PM then blood same take reflect which ground vote.,https://cdn-icons-png.flaticon.com/512/836/836600.png,H&M,SKU-000186,367593736762,2022-11-20,True
P000187,Lego Board Game,195.6,Toys & Games,Range school new special voice half collection to instead peace bill almost information special.,https://picsum.photos/400/400,Lego,SKU-000187,371162546389,2023-08-28,True
P000188,WholeFoods Milk,31.66,Groceries,Production another eight deep various service why offer hear shake.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,WholeFoods,SKU-000188,325582738455,2023-08-21,True
P000189,Lenovo Headphones,1062.28,Electronics,New stop dinner onto star lead over agree sort old ground without.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Lenovo,SKU-000189,900218834488,2022-09-28,True
P000190,Whirlpool Refrigerator,2500.0,Appliances,Purpose whose know get own court tend employee time success concern power could.,https://picsum.photos/400/400,Whirlpool,SKU-000190,248147762509,2022-03-27,True
P000191,Nike Yoga Mat,189.79,Sports,Leave parent Congress back night thing record.,https://cdn-icons-png.flaticon.com/512/1046/1046950.png,Nike,SKU-000191,462720012875,2023-01-14,True
P000192,KrogerBrand Cereal,23.53,Groceries,Contain anyone law day attention receive.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,KrogerBrand,SKU-000192,497393651388,2022-02-08,True
P000193,GenericBrandB Umbrella,250.0,Misc,Customer within among really movement per why charge task action some marriage loss.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandB,SKU-000193,495483325910,2022-11-23,True
P000194,Dove Perfume,200.0,Beauty,House for painting partner protect what.,https://picsum.photos/400/400,Dove,SKU-000194,281486634388,2023-08-15,True
P000195,Gucci Jacket,287.55,Fashion,Marriage lose also population guess station wear bad her short.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Gucci,SKU-000195,577914264527,2023-04-23,True
P000196,Philips Phone,799.05,Electronics,Scene I window its sport hundred network student no season important relate.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Philips,SKU-000196,436357808848,2021-12-23,True
P000197,Hasbro Puzzle,155.35,Toys & Games,Kitchen two prove better among very maybe onto.,https://picsum.photos/400/400,Hasbro,SKU-000197,124474053507,2023-10-24,True
P000198,HarperCollins Biography,9.98,Books,Two table fact exactly wait health second sport bad reveal.,https://picsum.photos/400/400,HarperCollins,SKU-000198,203879315770,2022-01-18,True
P000199,WholeFoods Milk,44.35,Groceries,Feeling others might early expert one Mrs.,https://images.unsplash.com/photo-1572441710523-4cfa1a2b48b4,WholeFoods,SKU-000199,432287794522,2023-08-11,True
P000200,Johnson&Johnson Vitamins,46.13,Health,Newspaper east participant music type dinner young person child of particular quite.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000200,222154252009,2022-08-31,True
P000201,Under Armour Watch,164.5,Fashion,Quality garden worry word election evidence price front lay hotel.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Under Armour,SKU-000201,672734278706,2022-06-05,False
P000202,Penguin Cookbook,50.0,Books,Program practice myself into next TV try under likely star shake here.,https://picsum.photos/400/400,Penguin,SKU-000202,237546449124,2023-01-12,True
P000203,IKEA Knife Set,98.91,Home & Kitchen,Cultural day decide finish agency off wait enough painting probably example throw.,https://images.unsplash.com/photo-1582582420890-bb38a3a36d17,IKEA,SKU-000203,822193135780,2021-09-08,True
P000204,GenericBrandA Gift Card,42.81,Misc,Have man board discover likely study case air step note series it.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000204,473021116947,2021-12-09,True
P000205,Gucci Jacket,300.0,Fashion,New dinner ahead then threat create suddenly.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Gucci,SKU-000205,401747351365,2022-01-29,True
P000206,Panasonic Camera,3000.0,Electronics,Capital table degree occur national wrong give.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Panasonic,SKU-000206,134714434623,2023-04-25,True
P000207,Random House Novel,26.9,Books,Old practice stuff ability go perform really population statement watch three.,https://picsum.photos/400/400,Random House,SKU-000207,568562860949,2021-10-30,True
P000208,Nivea Mascara,108.86,Beauty,Popular close admit knowledge quality election toward.,https://picsum.photos/400/400,Nivea,SKU-000208,467558541764,2021-08-24,True
P000209,Gucci Bag,125.75,Fashion,War baby can choose body speech.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Gucci,SKU-000209,852962894306,2022-04-15,False
P000210,KrogerBrand Cereal,10.3,Groceries,Change ever rule would light career to unit wear attack federal share.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,KrogerBrand,SKU-000210,592190064064,2023-09-28,True
P000211,Uniqlo Bag,140.36,Fashion,Yes vote hear smile until nearly eat.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Uniqlo,SKU-000211,686723885096,2021-11-10,True
P000212,West Elm Sofa,2000.0,Furniture,Trade suggest start race that nation.,https://picsum.photos/400/400,West Elm,SKU-000212,759073510835,2021-09-15,True
P000213,Hamilton Beach Blender,300.6,Home & Kitchen,Money education character model fall open member travel.,https://images.unsplash.com/photo-1598300054675-87cbbd41bb7b,Hamilton Beach,SKU-000213,554988174566,2022-12-17,True
P000214,WalgreensBrand Protein Powder,75.92,Health,Professional for natural tell analysis serious.,https://picsum.photos/400/400,WalgreensBrand,SKU-000214,434604780122,2021-08-24,True
P000215,Dell Monitor,529.92,Electronics,President peace assume clearly technology write sort sister half likely.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Dell,SKU-000215,416172646516,2022-04-21,True
P000216,TraderJoes Cheese,50.0,Groceries,Have glass Mr wonder PM billion some within official.,https://images.unsplash.com/photo-1542831371-d531d36971e6,TraderJoes,SKU-000216,310175801942,2022-05-02,True
P000217,Nike Dress,191.27,Fashion,List can ground two area couple pattern group.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Nike,SKU-000217,472992034445,2023-11-21,True
P000218,Husqvarna Plant Pot,138.45,Garden,Position need same nor house less with do.,https://picsum.photos/400/400,Husqvarna,SKU-000218,873180319728,2021-10-15,True
P000219,Adidas Bag,300.0,Fashion,Position type main stand agree industry mother official she church benefit foot.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Adidas,SKU-000219,847843444662,2023-05-30,True
P000220,West Elm Desk,1362.62,Furniture,Part property activity say likely could so wrong on six among money.,https://picsum.photos/400/400,West Elm,SKU-000220,860346035732,2022-06-26,True
P000221,Mattel Action Figure,200.0,Toys & Games,New future third field after if lot.,https://picsum.photos/400/400,Mattel,SKU-000221,449812943956,2023-05-01,True
P000222,Philips Tablet,1645.87,Electronics,Concern there couple process group red.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Philips,SKU-000222,625128863008,2023-03-16,True
P000223,Johnson&Johnson First Aid Kit,32.44,Health,Power she sometimes issue wait economic here east west foot range.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000223,816188794438,2023-03-20,True
P000224,Panasonic Speaker,1427.17,Electronics,Him however Congress car first be must natural else avoid.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Panasonic,SKU-000224,429733812954,2022-05-10,True
