date,sku_id,location_id,stock_on_hand,stock_in_transit,reserved_stock
2024-01-14,P0046,L4,29,35,2
2024-01-14,P0047,L3,88,18,4
2024-01-14,P0048,L4,190,3,10
2024-01-14,P0049,L2,122,4,10
2024-01-15,P0000,L5,250,36,4
2024-01-15,P0001,L4,252,0,11
2024-01-15,P0002,L1,31,27,8
2024-01-15,P0003,L5,105,15,6
2024-01-15,P0004,L1,160,38,4
2024-01-15,P0005,L4,40,0,0
2024-01-15,P0006,L3,294,42,13
2024-01-15,P0007,L5,190,2,0
2024-01-15,P0008,L5,252,21,4
2024-01-15,P0009,L5,271,11,1
2024-01-15,P0010,L3,114,21,14
2024-01-15,P0011,L3,183,27,0
2024-01-15,P0012,L1,115,31,17
2024-01-15,P0013,L3,278,27,12
2024-01-15,P0014,L3,262,37,19
2024-01-15,P0015,L4,267,10,4
2024-01-15,P0016,L4,71,4,6
2024-01-15,P0017,L3,187,37,15
2024-01-15,P0018,L4,73,39,12
2024-01-15,P0019,L5,143,47,10
2024-01-15,P0020,L3,238,24,4
2024-01-15,P0021,L5,144,30,15
2024-01-15,P0022,L3,78,1,19
2024-01-15,P0023,L2,95,42,2
2024-01-15,P0024,L2,258,10,9
2024-01-15,P0025,L1,150,41,14
2024-01-15,P0026,L4,236,5,4
2024-01-15,P0027,L5,291,47,16
2024-01-15,P0028,L1,123,47,3
2024-01-15,P0029,L4,256,44,5
2024-01-15,P0030,L4,212,40,9
2024-01-15,P0031,L3,67,12,18
2024-01-15,P0032,L4,29,16,9
2024-01-15,P0033,L4,34,27,10
2024-01-15,P0034,L2,240,42,7
2024-01-15,P0035,L1,113,22,13
2024-01-15,P0036,L4,274,26,14
2024-01-15,P0037,L4,148,17,8
2024-01-15,P0038,L5,26,28,15
2024-01-15,P0039,L5,111,45,19
2024-01-15,P0040,L1,270,44,5
2024-01-15,P0041,L2,279,24,5
2024-01-15,P0042,L2,170,25,7
2024-01-15,P0043,L1,117,19,4
2024-01-15,P0044,L1,223,39,13
2024-01-15,P0045,L5,255,34,6
2024-01-15,P0046,L4,160,29,17
2024-01-15,P0047,L2,222,19,7
2024-01-15,P0048,L1,297,27,1
2024-01-15,P0049,L2,192,30,5
2024-01-16,P0000,L5,165,49,12
2024-01-16,P0001,L1,114,47,5
2024-01-16,P0002,L3,218,36,18
2024-01-16,P0003,L5,267,47,11
2024-01-16,P0004,L4,242,32,10
2024-01-16,P0005,L5,182,25,14
2024-01-16,P0006,L5,233,16,5
2024-01-16,P0007,L4,234,33,19
2024-01-16,P0008,L4,90,11,19
2024-01-16,P0009,L2,189,45,6
2024-01-16,P0010,L1,236,19,18
2024-01-16,P0011,L1,194,4,16
2024-01-16,P0012,L2,249,11,7
2024-01-16,P0013,L2,44,48,11
2024-01-16,P0014,L5,241,22,10
2024-01-16,P0015,L4,155,6,11
2024-01-16,P0016,L2,69,11,12
2024-01-16,P0017,L3,164,47,17
2024-01-16,P0018,L1,281,15,12
2024-01-16,P0019,L4,207,4,13
2024-01-16,P0020,L2,82,17,5
2024-01-16,P0021,L1,242,20,12
2024-01-16,P0022,L1,180,0,12
2024-01-16,P0023,L2,21,8,3
2024-01-16,P0024,L4,228,15,8
2024-01-16,P0025,L4,202,48,0
2024-01-16,P0026,L3,164,24,6
2024-01-16,P0027,L3,172,22,17
2024-01-16,P0028,L5,271,44,7
2024-01-16,P0029,L4,39,40,8
2024-01-16,P0030,L2,179,18,15
2024-01-16,P0031,L5,241,24,5
2024-01-16,P0032,L1,69,16,8
2024-01-16,P0033,L2,231,42,5
2024-01-16,P0034,L3,57,7,2
2024-01-16,P0035,L1,91,41,17
2024-01-16,P0036,L1,146,24,4
2024-01-16,P0037,L4,75,5,10
2024-01-16,P0038,L2,206,7,5
2024-01-16,P0039,L4,164,49,4
2024-01-16,P0040,L5,34,13,10
2024-01-16,P0041,L3,259,44,8
2024-01-16,P0042,L4,137,14,16
2024-01-16,P0043,L4,282,3,18
2024-01-16,P0044,L2,59,7,8
2024-01-16,P0045,L5,183,48,11
2024-01-16,P0046,L2,247,11,14
2024-01-16,P0047,L5,135,24,0
2024-01-16,P0048,L1,151,10,8
2024-01-16,P0049,L5,176,38,4
2024-01-17,P0000,L5,238,31,11
2024-01-17,P0001,L1,143,26,19
2024-01-17,P0002,L1,165,20,3
2024-01-17,P0003,L4,88,19,12
2024-01-17,P0004,L4,50,1,18
2024-01-17,P0005,L3,235,12,17
2024-01-17,P0006,L5,42,22,6
2024-01-17,P0007,L5,193,19,17
2024-01-17,P0008,L3,24,48,8
2024-01-17,P0009,L5,292,40,3
2024-01-17,P0010,L4,105,44,7
2024-01-17,P0011,L3,97,5,10
2024-01-17,P0012,L3,95,34,2
2024-01-17,P0013,L5,279,2,19
2024-01-17,P0014,L1,116,6,11
2024-01-17,P0015,L5,230,31,9
2024-01-17,P0016,L4,291,37,17
2024-01-17,P0017,L5,144,37,15
2024-01-17,P0018,L5,248,10,13
2024-01-17,P0019,L2,271,27,11
2024-01-17,P0020,L3,100,15,0
2024-01-17,P0021,L5,285,15,3
2024-01-17,P0022,L3,148,23,14
2024-01-17,P0023,L2,189,5,5
2024-01-17,P0024,L4,290,4,14
2024-01-17,P0025,L4,162,6,3
2024-01-17,P0026,L2,41,22,11
2024-01-17,P0027,L3,195,12,1
2024-01-17,P0028,L5,95,31,2
2024-01-17,P0029,L2,59,36,5
2024-01-17,P0030,L1,186,1,0
2024-01-17,P0031,L3,87,17,15
2024-01-17,P0032,L4,110,10,7
2024-01-17,P0033,L5,52,36,12
2024-01-17,P0034,L1,90,22,12
2024-01-17,P0035,L5,268,46,12
2024-01-17,P0036,L1,296,47,16
2024-01-17,P0037,L4,164,37,19
2024-01-17,P0038,L5,296,17,4
2024-01-17,P0039,L4,35,3,0
2024-01-17,P0040,L1,119,22,6
2024-01-17,P0041,L5,108,16,1
2024-01-17,P0042,L5,144,39,2
2024-01-17,P0043,L5,219,14,17
2024-01-17,P0044,L5,215,8,10
2024-01-17,P0045,L2,284,23,6
2024-01-17,P0046,L2,121,2,5
2024-01-17,P0047,L3,71,7,11
2024-01-17,P0048,L3,87,21,16
2024-01-17,P0049,L4,96,4,15
2024-01-18,P0000,L2,117,14,6
2024-01-18,P0001,L3,250,29,14
2024-01-18,P0002,L1,133,22,13
2024-01-18,P0003,L3,275,22,16
2024-01-18,P0004,L1,93,38,14
2024-01-18,P0005,L5,262,49,16
2024-01-18,P0006,L5,82,18,17
2024-01-18,P0007,L4,237,29,15
2024-01-18,P0008,L4,28,42,9
2024-01-18,P0009,L1,257,0,15
2024-01-18,P0010,L5,31,19,2
2024-01-18,P0011,L4,180,38,2
2024-01-18,P0012,L1,274,11,1
2024-01-18,P0013,L3,292,47,17
2024-01-18,P0014,L5,241,42,7
2024-01-18,P0015,L2,199,5,17
2024-01-18,P0016,L5,58,38,19
2024-01-18,P0017,L1,242,15,0
2024-01-18,P0018,L2,271,35,13
2024-01-18,P0019,L2,119,26,5
2024-01-18,P0020,L2,202,32,2
2024-01-18,P0021,L2,137,49,4
2024-01-18,P0022,L3,151,24,3
2024-01-18,P0023,L2,203,6,14
2024-01-18,P0024,L2,36,14,16
2024-01-18,P0025,L4,257,36,4
2024-01-18,P0026,L1,75,38,9
2024-01-18,P0027,L2,156,45,13
2024-01-18,P0028,L4,30,27,18
2024-01-18,P0029,L4,286,22,13
2024-01-18,P0030,L4,115,19,7
2024-01-18,P0031,L5,134,44,17
2024-01-18,P0032,L4,262,47,10
2024-01-18,P0033,L2,214,30,2
2024-01-18,P0034,L1,207,17,12
2024-01-18,P0035,L5,170,46,2
2024-01-18,P0036,L3,218,2,18
2024-01-18,P0037,L2,88,39,18
2024-01-18,P0038,L1,116,9,1
2024-01-18,P0039,L5,154,7,16
2024-01-18,P0040,L1,166,7,7
2024-01-18,P0041,L4,34,45,15
2024-01-18,P0042,L3,219,47,18
2024-01-18,P0043,L2,102,27,2
2024-01-18,P0044,L1,129,41,16
2024-01-18,P0045,L2,82,32,18
2024-01-18,P0046,L2,253,48,12
2024-01-18,P0047,L3,243,11,19
2024-01-18,P0048,L3,156,48,8
2024-01-18,P0049,L4,92,34,11
2024-01-19,P0000,L2,48,33,16
2024-01-19,P0001,L5,34,35,3
2024-01-19,P0002,L4,26,22,16
2024-01-19,P0003,L2,148,46,6
2024-01-19,P0004,L2,287,37,19
2024-01-19,P0005,L4,27,31,0
2024-01-19,P0006,L5,132,22,5
2024-01-19,P0007,L4,120,29,6
2024-01-19,P0008,L3,82,38,8
2024-01-19,P0009,L5,65,49,14
2024-01-19,P0010,L2,208,9,11
2024-01-19,P0011,L5,212,17,10
2024-01-19,P0012,L5,130,9,4
2024-01-19,P0013,L1,23,37,18
2024-01-19,P0014,L5,89,12,11
2024-01-19,P0015,L2,284,47,8
2024-01-19,P0016,L4,253,44,10
2024-01-19,P0017,L2,39,4,12
2024-01-19,P0018,L3,24,23,11
2024-01-19,P0019,L3,183,25,5
2024-01-19,P0020,L2,282,47,11
2024-01-19,P0021,L2,178,11,9
2024-01-19,P0022,L4,240,24,7
2024-01-19,P0023,L3,242,2,16
2024-01-19,P0024,L1,192,32,12
2024-01-19,P0025,L3,38,6,9
2024-01-19,P0026,L3,180,23,11
2024-01-19,P0027,L2,204,10,2
2024-01-19,P0028,L4,205,27,13
2024-01-19,P0029,L2,281,30,0
2024-01-19,P0030,L2,32,41,1
2024-01-19,P0031,L2,205,31,0
2024-01-19,P0032,L4,272,29,1
2024-01-19,P0033,L1,282,40,1
2024-01-19,P0034,L5,248,25,15
2024-01-19,P0035,L4,42,45,8
2024-01-19,P0036,L4,164,41,3
2024-01-19,P0037,L5,275,31,10
2024-01-19,P0038,L5,191,45,0
2024-01-19,P0039,L3,246,33,12
2024-01-19,P0040,L2,114,17,12
2024-01-19,P0041,L1,185,27,17
2024-01-19,P0042,L2,125,19,19
2024-01-19,P0043,L3,79,0,17
2024-01-19,P0044,L2,252,14,4
2024-01-19,P0045,L1,275,18,15
2024-01-19,P0046,L1,63,42,16
2024-01-19,P0047,L5,197,36,17
2024-01-19,P0048,L2,290,35,2
2024-01-19,P0049,L4,208,44,9
2024-01-20,P0000,L5,85,40,9
2024-01-20,P0001,L4,196,1,11
2024-01-20,P0002,L4,173,15,18
2024-01-20,P0003,L4,267,42,3
2024-01-20,P0004,L3,81,5,18
2024-01-20,P0005,L4,195,41,2
2024-01-20,P0006,L4,43,34,2
2024-01-20,P0007,L1,239,37,16
2024-01-20,P0008,L2,48,6,16
2024-01-20,P0009,L1,83,25,19
2024-01-20,P0010,L4,275,21,5
2024-01-20,P0011,L3,53,31,3
2024-01-20,P0012,L3,138,39,5
2024-01-20,P0013,L4,184,0,10
2024-01-20,P0014,L2,151,44,1
2024-01-20,P0015,L2,171,8,2
2024-01-20,P0016,L4,265,25,8
2024-01-20,P0017,L5,186,42,1
2024-01-20,P0018,L1,215,27,2
2024-01-20,P0019,L1,242,9,5
2024-01-20,P0020,L3,185,43,4
2024-01-20,P0021,L1,280,38,3
2024-01-20,P0022,L1,99,15,9
2024-01-20,P0023,L4,285,47,15
2024-01-20,P0024,L3,264,20,11
2024-01-20,P0025,L3,266,33,7
2024-01-20,P0026,L3,22,12,2
2024-01-20,P0027,L1,298,32,6
2024-01-20,P0028,L5,88,41,12
2024-01-20,P0029,L2,63,7,7
2024-01-20,P0030,L3,294,5,5
2024-01-20,P0031,L1,269,34,14
2024-01-20,P0032,L2,273,34,0
2024-01-20,P0033,L2,51,39,11
2024-01-20,P0034,L1,45,3,0
2024-01-20,P0035,L1,248,48,0
2024-01-20,P0036,L5,95,7,15
2024-01-20,P0037,L5,263,35,19
2024-01-20,P0038,L2,279,26,1
2024-01-20,P0039,L1,74,44,10
2024-01-20,P0040,L3,200,38,16
2024-01-20,P0041,L5,154,17,15
2024-01-20,P0042,L3,173,6,4
2024-01-20,P0043,L5,185,16,2
2024-01-20,P0044,L2,77,40,17
2024-01-20,P0045,L1,103,48,0
2024-01-20,P0046,L5,71,30,9
2024-01-20,P0047,L2,236,40,12
2024-01-20,P0048,L4,66,43,9
2024-01-20,P0049,L1,191,33,7
2024-01-21,P0000,L4,65,4,5
2024-01-21,P0001,L3,266,12,3
2024-01-21,P0002,L2,282,9,13
2024-01-21,P0003,L3,130,34,13
2024-01-21,P0004,L2,270,15,5
2024-01-21,P0005,L3,193,30,6
2024-01-21,P0006,L4,89,32,1
2024-01-21,P0007,L4,84,9,17
2024-01-21,P0008,L4,55,37,6
2024-01-21,P0009,L3,150,3,13
2024-01-21,P0010,L2,125,28,7
2024-01-21,P0011,L5,270,44,13
2024-01-21,P0012,L4,168,2,1
2024-01-21,P0013,L2,176,29,8
2024-01-21,P0014,L5,65,17,12
2024-01-21,P0015,L3,120,47,16
2024-01-21,P0016,L4,28,30,18
2024-01-21,P0017,L2,42,2,10
2024-01-21,P0018,L4,262,12,3
2024-01-21,P0019,L2,288,33,13
2024-01-21,P0020,L2,66,2,14
2024-01-21,P0021,L4,66,39,12
2024-01-21,P0022,L3,20,1,12
2024-01-21,P0023,L4,216,41,7
2024-01-21,P0024,L4,243,14,19
2024-01-21,P0025,L1,184,32,4
2024-01-21,P0026,L5,263,13,5
2024-01-21,P0027,L1,253,38,9
2024-01-21,P0028,L3,143,39,8
2024-01-21,P0029,L2,101,34,10
2024-01-21,P0030,L5,108,7,7
2024-01-21,P0031,L3,160,20,12
2024-01-21,P0032,L4,91,35,8
2024-01-21,P0033,L4,225,30,0
2024-01-21,P0034,L3,20,6,6
2024-01-21,P0035,L4,34,41,2
2024-01-21,P0036,L1,139,29,12
2024-01-21,P0037,L2,209,14,19
2024-01-21,P0038,L3,31,37,3
2024-01-21,P0039,L3,284,35,9
2024-01-21,P0040,L4,144,12,9
2024-01-21,P0041,L2,162,37,9
2024-01-21,P0042,L4,173,14,17
2024-01-21,P0043,L1,63,45,13
2024-01-21,P0044,L3,293,47,7
2024-01-21,P0045,L1,257,31,0
2024-01-21,P0046,L5,22,29,5
2024-01-21,P0047,L1,135,11,5
2024-01-21,P0048,L2,169,39,5
2024-01-21,P0049,L4,223,30,19
2024-01-22,P0000,L5,229,44,13
2024-01-22,P0001,L4,132,15,15
2024-01-22,P0002,L4,161,1,6
2024-01-22,P0003,L3,139,23,10
2024-01-22,P0004,L4,25,48,15
2024-01-22,P0005,L3,87,8,0
2024-01-22,P0006,L2,68,43,14
2024-01-22,P0007,L4,208,46,12
2024-01-22,P0008,L4,212,33,7
2024-01-22,P0009,L4,138,6,2
2024-01-22,P0010,L2,251,28,15
2024-01-22,P0011,L5,287,38,17
2024-01-22,P0012,L5,222,11,15
2024-01-22,P0013,L5,59,37,3
2024-01-22,P0014,L3,106,48,9
2024-01-22,P0015,L5,265,43,12
2024-01-22,P0016,L1,267,3,13
2024-01-22,P0017,L3,215,34,2
2024-01-22,P0018,L5,171,34,7
2024-01-22,P0019,L4,77,14,4
2024-01-22,P0020,L3,24,11,16
2024-01-22,P0021,L2,259,46,14
2024-01-22,P0022,L2,276,33,15
2024-01-22,P0023,L4,199,19,3
2024-01-22,P0024,L2,197,23,11
2024-01-22,P0025,L1,123,11,8
2024-01-22,P0026,L2,219,23,10
2024-01-22,P0027,L3,170,4,4
2024-01-22,P0028,L3,251,26,11
2024-01-22,P0029,L4,76,8,4
2024-01-22,P0030,L4,164,42,5
2024-01-22,P0031,L1,202,14,15
2024-01-22,P0032,L3,211,46,17
2024-01-22,P0033,L1,149,12,19
2024-01-22,P0034,L4,179,29,0
2024-01-22,P0035,L1,33,0,3
2024-01-22,P0036,L4,128,27,5
2024-01-22,P0037,L3,261,37,9
2024-01-22,P0038,L3,164,6,13
2024-01-22,P0039,L3,83,31,7
2024-01-22,P0040,L4,85,7,8
2024-01-22,P0041,L5,249,44,11
2024-01-22,P0042,L5,87,12,13
2024-01-22,P0043,L2,274,41,8
2024-01-22,P0044,L4,29,13,6
2024-01-22,P0045,L4,254,16,7
2024-01-22,P0046,L1,147,32,18
2024-01-22,P0047,L2,166,47,11
2024-01-22,P0048,L2,56,26,19
2024-01-22,P0049,L5,256,46,8
2024-01-23,P0000,L5,102,39,14
2024-01-23,P0001,L1,148,34,11
2024-01-23,P0002,L4,112,19,9
2024-01-23,P0003,L4,205,23,18
2024-01-23,P0004,L3,59,8,7
2024-01-23,P0005,L5,39,21,10
2024-01-23,P0006,L2,84,27,16
2024-01-23,P0007,L2,171,28,0
2024-01-23,P0008,L2,76,42,0
2024-01-23,P0009,L4,43,0,18
2024-01-23,P0010,L3,289,12,4
2024-01-23,P0011,L5,85,27,5
2024-01-23,P0012,L1,131,2,15
2024-01-23,P0013,L2,33,37,3
2024-01-23,P0014,L4,30,24,1
2024-01-23,P0015,L1,119,37,9
2024-01-23,P0016,L3,101,5,7
2024-01-23,P0017,L4,200,15,7
2024-01-23,P0018,L4,180,4,0
2024-01-23,P0019,L3,54,46,2
2024-01-23,P0020,L5,277,5,8
2024-01-23,P0021,L3,278,24,12
2024-01-23,P0022,L3,131,39,5
2024-01-23,P0023,L3,104,26,16
2024-01-23,P0024,L2,291,31,12
2024-01-23,P0025,L3,272,14,15
2024-01-23,P0026,L5,134,7,19
2024-01-23,P0027,L4,73,32,12
2024-01-23,P0028,L1,96,2,13
2024-01-23,P0029,L5,55,18,6
2024-01-23,P0030,L3,91,44,18
2024-01-23,P0031,L4,135,28,17
2024-01-23,P0032,L2,289,25,17
2024-01-23,P0033,L5,92,47,5
2024-01-23,P0034,L2,60,23,12
2024-01-23,P0035,L4,143,41,4
2024-01-23,P0036,L5,81,47,7
2024-01-23,P0037,L2,277,9,19
2024-01-23,P0038,L4,265,7,19
2024-01-23,P0039,L4,135,13,8
2024-01-23,P0040,L1,169,19,10
2024-01-23,P0041,L5,274,38,17
2024-01-23,P0042,L1,123,34,2
2024-01-23,P0043,L2,153,24,12
2024-01-23,P0044,L5,165,31,8
2024-01-23,P0045,L3,174,13,9
2024-01-23,P0046,L3,77,37,2
2024-01-23,P0047,L2,140,0,4
2024-01-23,P0048,L4,161,42,10
2024-01-23,P0049,L5,267,2,4
2024-01-24,P0000,L4,209,20,13
2024-01-24,P0001,L3,203,1,18
2024-01-24,P0002,L2,229,22,8
2024-01-24,P0003,L5,250,24,14
2024-01-24,P0004,L3,165,35,13
2024-01-24,P0005,L5,106,36,3
2024-01-24,P0006,L4,126,31,13
2024-01-24,P0007,L5,125,2,1
2024-01-24,P0008,L1,63,20,5
2024-01-24,P0009,L1,131,37,7
2024-01-24,P0010,L3,107,12,15
2024-01-24,P0011,L3,115,48,15
2024-01-24,P0012,L3,68,1,15
2024-01-24,P0013,L5,90,25,12
2024-01-24,P0014,L4,277,48,15
2024-01-24,P0015,L4,57,38,3
2024-01-24,P0016,L3,276,34,7
2024-01-24,P0017,L2,51,9,17
2024-01-24,P0018,L3,90,44,13
2024-01-24,P0019,L5,88,14,1
2024-01-24,P0020,L3,172,37,3
2024-01-24,P0021,L2,178,0,0
2024-01-24,P0022,L5,148,11,18
2024-01-24,P0023,L1,195,21,6
2024-01-24,P0024,L3,142,39,13
2024-01-24,P0025,L4,184,19,15
2024-01-24,P0026,L1,251,1,18
2024-01-24,P0027,L4,159,16,9
2024-01-24,P0028,L5,32,26,1
2024-01-24,P0029,L5,136,32,17
2024-01-24,P0030,L4,216,46,18
2024-01-24,P0031,L4,80,35,13
2024-01-24,P0032,L4,209,26,4
2024-01-24,P0033,L3,144,31,13
2024-01-24,P0034,L5,282,20,4
2024-01-24,P0035,L3,116,22,18
2024-01-24,P0036,L1,49,0,0
2024-01-24,P0037,L5,103,35,13
2024-01-24,P0038,L3,103,13,4
2024-01-24,P0039,L5,141,36,12
2024-01-24,P0040,L5,64,27,13
2024-01-24,P0041,L3,222,33,8
2024-01-24,P0042,L4,74,21,19
2024-01-24,P0043,L1,107,27,9
2024-01-24,P0044,L2,248,14,9
2024-01-24,P0045,L3,165,44,11
2024-01-24,P0046,L2,233,28,2
2024-01-24,P0047,L5,276,49,11
2024-01-24,P0048,L2,154,48,13
2024-01-24,P0049,L3,263,10,18
2024-01-25,P0000,L2,71,40,18
2024-01-25,P0001,L3,192,11,4
2024-01-25,P0002,L5,252,21,8
2024-01-25,P0003,L3,288,35,14
2024-01-25,P0004,L5,89,7,5
2024-01-25,P0005,L2,201,30,19
2024-01-25,P0006,L2,287,32,10
2024-01-25,P0007,L5,39,24,5
2024-01-25,P0008,L2,118,48,5
2024-01-25,P0009,L5,275,42,11
2024-01-25,P0010,L3,149,15,4
2024-01-25,P0011,L3,57,37,1
2024-01-25,P0012,L1,135,35,5
2024-01-25,P0013,L4,199,2,2
2024-01-25,P0014,L2,298,34,6
2024-01-25,P0015,L3,220,15,16
2024-01-25,P0016,L4,62,0,12
2024-01-25,P0017,L1,110,13,4
2024-01-25,P0018,L2,260,37,10
2024-01-25,P0019,L5,174,39,6
2024-01-25,P0020,L3,89,35,9
2024-01-25,P0021,L4,30,6,6
2024-01-25,P0022,L1,39,18,10
2024-01-25,P0023,L5,207,24,8
2024-01-25,P0024,L2,201,22,6
2024-01-25,P0025,L4,141,28,17
2024-01-25,P0026,L5,189,1,13
2024-01-25,P0027,L1,254,28,18
2024-01-25,P0028,L4,227,18,12
2024-01-25,P0029,L2,46,19,8
2024-01-25,P0030,L5,161,26,12
2024-01-25,P0031,L1,91,3,1
2024-01-25,P0032,L1,283,35,19
2024-01-25,P0033,L2,100,29,5
2024-01-25,P0034,L2,95,0,9
2024-01-25,P0035,L3,121,27,15
2024-01-25,P0036,L3,47,47,18
2024-01-25,P0037,L3,279,28,10
2024-01-25,P0038,L5,250,7,18
2024-01-25,P0039,L3,207,39,17
2024-01-25,P0040,L3,119,0,11
2024-01-25,P0041,L5,199,38,2
2024-01-25,P0042,L1,74,34,0
2024-01-25,P0043,L3,150,21,13
2024-01-25,P0044,L4,96,15,10
2024-01-25,P0045,L1,97,18,14
2024-01-25,P0046,L2,87,34,5
2024-01-25,P0047,L2,46,25,1
2024-01-25,P0048,L5,236,10,14
2024-01-25,P0049,L4,88,13,5
2024-01-26,P0000,L4,246,22,8
2024-01-26,P0001,L4,178,13,3
2024-01-26,P0002,L5,275,44,18
2024-01-26,P0003,L4,34,41,7
2024-01-26,P0004,L5,208,41,14
2024-01-26,P0005,L3,246,34,9
2024-01-26,P0006,L4,149,48,1
2024-01-26,P0007,L4,249,34,18
2024-01-26,P0008,L5,100,14,8
2024-01-26,P0009,L4,202,48,12
2024-01-26,P0010,L3,247,12,13
2024-01-26,P0011,L4,132,15,0
2024-01-26,P0012,L2,49,24,6
2024-01-26,P0013,L1,234,17,1
2024-01-26,P0014,L4,67,49,8
2024-01-26,P0015,L3,218,10,9
2024-01-26,P0016,L1,41,1,18
2024-01-26,P0017,L4,182,44,2
2024-01-26,P0018,L3,21,27,19
2024-01-26,P0019,L3,110,23,18
2024-01-26,P0020,L1,72,11,6
2024-01-26,P0021,L4,124,2,17
2024-01-26,P0022,L2,288,41,12
2024-01-26,P0023,L4,184,41,1
2024-01-26,P0024,L2,122,39,11
2024-01-26,P0025,L4,288,12,9
2024-01-26,P0026,L5,265,25,10
2024-01-26,P0027,L2,145,38,5
2024-01-26,P0028,L5,27,5,2
2024-01-26,P0029,L5,136,19,3
2024-01-26,P0030,L5,257,25,15
2024-01-26,P0031,L5,160,4,1
2024-01-26,P0032,L5,216,25,8
2024-01-26,P0033,L4,241,44,18
2024-01-26,P0034,L3,219,20,3
2024-01-26,P0035,L1,89,31,0
2024-01-26,P0036,L1,260,48,4
2024-01-26,P0037,L4,255,5,4
2024-01-26,P0038,L2,179,36,19
2024-01-26,P0039,L1,73,8,12
2024-01-26,P0040,L1,93,49,9
2024-01-26,P0041,L5,135,29,5
2024-01-26,P0042,L2,134,3,7
2024-01-26,P0043,L3,132,34,5
2024-01-26,P0044,L2,136,22,15
2024-01-26,P0045,L3,50,30,5
2024-01-26,P0046,L3,53,45,0
2024-01-26,P0047,L3,232,14,14
2024-01-26,P0048,L5,227,7,13
2024-01-26,P0049,L2,168,23,15
2024-01-27,P0000,L1,170,44,18
2024-01-27,P0001,L2,97,35,8
2024-01-27,P0002,L2,279,19,5
2024-01-27,P0003,L1,206,16,10
2024-01-27,P0004,L4,216,14,10
2024-01-27,P0005,L5,85,34,14
2024-01-27,P0006,L3,62,47,18
2024-01-27,P0007,L5,96,46,11
2024-01-27,P0008,L1,198,42,7
2024-01-27,P0009,L3,250,15,18
2024-01-27,P0010,L1,150,14,3
2024-01-27,P0011,L3,41,5,3
2024-01-27,P0012,L4,120,19,10
2024-01-27,P0013,L3,167,41,16
2024-01-27,P0014,L4,245,36,4
2024-01-27,P0015,L2,105,27,1
2024-01-27,P0016,L2,245,13,7
2024-01-27,P0017,L1,35,13,1
2024-01-27,P0018,L4,235,33,16
2024-01-27,P0019,L1,270,37,5
2024-01-27,P0020,L3,276,24,6
2024-01-27,P0021,L3,98,10,1
2024-01-27,P0022,L3,182,7,4
2024-01-27,P0023,L4,117,25,18
2024-01-27,P0024,L4,56,40,18
2024-01-27,P0025,L3,201,15,16
2024-01-27,P0026,L4,183,11,3
2024-01-27,P0027,L5,99,12,1
2024-01-27,P0028,L1,184,15,13
2024-01-27,P0029,L4,205,36,3
2024-01-27,P0030,L5,235,47,1
2024-01-27,P0031,L5,65,28,14
2024-01-27,P0032,L3,181,14,4
2024-01-27,P0033,L4,267,24,16
2024-01-27,P0034,L4,260,34,17
2024-01-27,P0035,L2,147,3,16
2024-01-27,P0036,L2,224,7,4
2024-01-27,P0037,L1,273,21,0
2024-01-27,P0038,L3,228,1,5
2024-01-27,P0039,L2,196,40,2
2024-01-27,P0040,L5,193,40,2
2024-01-27,P0041,L5,296,47,9
2024-01-27,P0042,L2,97,35,1
2024-01-27,P0043,L3,156,36,15
2024-01-27,P0044,L2,202,30,0
2024-01-27,P0045,L4,138,45,1
2024-01-27,P0046,L3,37,18,11
2024-01-27,P0047,L3,289,7,5
2024-01-27,P0048,L4,60,24,13
2024-01-27,P0049,L3,98,39,1
2024-01-28,P0000,L5,27,41,5
2024-01-28,P0001,L4,48,39,12
2024-01-28,P0002,L1,54,15,1
2024-01-28,P0003,L5,220,22,0
2024-01-28,P0004,L5,87,45,6
2024-01-28,P0005,L3,112,46,1
2024-01-28,P0006,L2,128,27,17
2024-01-28,P0007,L5,49,22,0
2024-01-28,P0008,L4,287,32,5
2024-01-28,P0009,L5,275,33,15
2024-01-28,P0010,L5,26,8,11
2024-01-28,P0011,L3,194,41,13
2024-01-28,P0012,L2,158,4,6
2024-01-28,P0013,L1,208,12,18
2024-01-28,P0014,L5,81,34,19
2024-01-28,P0015,L1,60,45,15
2024-01-28,P0016,L3,269,19,19
2024-01-28,P0017,L5,237,45,1
2024-01-28,P0018,L4,267,8,0
2024-01-28,P0019,L2,287,45,3
2024-01-28,P0020,L3,254,22,4
2024-01-28,P0021,L5,236,42,7
2024-01-28,P0022,L5,101,7,5
2024-01-28,P0023,L3,146,49,14
2024-01-28,P0024,L3,51,9,13
2024-01-28,P0025,L4,69,1,11
2024-01-28,P0026,L2,191,37,16
2024-01-28,P0027,L5,94,5,18
2024-01-28,P0028,L5,104,3,10
2024-01-28,P0029,L1,23,1,6
2024-01-28,P0030,L2,215,7,5
2024-01-28,P0031,L4,145,49,10
2024-01-28,P0032,L5,121,9,12
2024-01-28,P0033,L4,257,48,0
2024-01-28,P0034,L1,139,42,11
2024-01-28,P0035,L3,109,31,7
2024-01-28,P0036,L5,245,22,12
2024-01-28,P0037,L5,257,31,6
2024-01-28,P0038,L3,288,13,8
2024-01-28,P0039,L4,112,26,6
2024-01-28,P0040,L3,269,0,14
2024-01-28,P0041,L5,160,8,9
2024-01-28,P0042,L3,212,30,4
2024-01-28,P0043,L4,174,3,2
