po_id,sku_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,freight_cost,payment_terms
PO101166,SKU1039,SUP505,2025-02-23,2025-03-07,2025-03-08,230,99.34,Net45
PO101167,SKU1031,SUP509,2025-01-17,2025-01-23,2025-01-24,700,132.87,Prepaid
PO101168,SKU1034,SUP515,2024-11-19,2024-12-05,2024-12-07,457,50.17,Net30
PO101169,SKU1021,SUP515,2025-07-20,2025-08-07,2025-08-07,802,143.04,Net30
PO101170,SKU1097,SUP504,2024-05-14,2024-05-25,2024-05-25,70,21.35,Net30
PO101171,SKU1054,SUP502,2024-11-25,2024-12-02,2024-12-02,659,176.25,Net45
PO101172,SKU1019,SUP517,2025-01-14,2025-01-23,2025-01-23,524,194.17,Net30
PO101173,SKU1058,SUP509,2024-10-21,2024-10-27,2024-10-27,123,159.97,Net30
PO101174,SKU1017,SUP515,2024-03-08,2024-03-14,2024-03-14,54,180.58,Prepaid
PO101175,SKU1110,SUP516,2025-09-12,2025-10-01,2025-10-02,464,15.78,Net30
PO101176,SKU1050,SUP511,2025-04-21,2025-04-29,2025-04-30,652,164.98,Prepaid
PO101177,SKU1052,SUP501,2024-10-08,2024-10-27,2024-10-28,629,151.76,Prepaid
PO101178,SKU1024,SUP513,2024-10-06,2024-10-24,2024-10-25,819,16.6,Net45
PO101179,SKU1044,SUP516,2025-03-09,2025-03-23,2025-03-25,427,95.11,Net45
PO101180,SKU1007,SUP512,2025-03-08,2025-03-17,2025-03-18,298,151.06,Net30
PO101181,SKU1004,SUP511,2024-10-30,2024-11-12,2024-11-14,764,68.89,Net45
PO101182,SKU1082,SUP504,2025-06-05,2025-06-18,2025-06-19,747,32.12,Prepaid
PO101183,SKU1032,SUP507,2025-03-16,2025-04-02,2025-04-02,911,137.44,Prepaid
PO101184,SKU1001,SUP503,2024-06-18,2024-06-23,2024-06-23,988,12.7,Net30
PO101185,SKU1050,SUP502,2023-12-06,2023-12-16,2023-12-17,483,150.51,Prepaid
PO101186,SKU1106,SUP513,2024-08-31,2024-09-18,2024-09-19,595,68.87,Net45
PO101187,SKU1113,SUP512,2024-07-20,2024-08-03,2024-08-04,820,192.23,Net45
PO101188,SKU1111,SUP502,2024-11-17,2024-11-24,2024-11-24,866,71.7,Net30
PO101189,SKU1104,SUP504,2023-12-10,2023-12-25,2023-12-25,816,104.72,Net30
PO101190,SKU1089,SUP509,2024-04-13,2024-04-22,2024-04-28,553,49.66,Prepaid
PO101191,SKU1012,SUP502,2024-01-23,2024-02-11,2024-02-12,476,128.27,Net45
PO101192,SKU1036,SUP513,2025-03-20,2025-04-04,2025-04-06,770,124.04,Prepaid
PO101193,SKU1025,SUP515,2025-01-03,2025-01-22,2025-01-23,511,147.52,Net45
PO101194,SKU1104,SUP506,2025-07-05,2025-07-17,2025-07-19,237,82.69,Prepaid
PO101195,SKU1033,SUP513,2025-07-22,2025-08-02,2025-08-02,161,111.74,Net45
PO101196,SKU1021,SUP502,2025-06-29,2025-07-11,2025-07-13,333,21.95,Prepaid
PO101197,SKU1043,SUP500,2025-02-12,2025-02-23,2025-02-23,738,60.38,Prepaid
PO101198,SKU1001,SUP501,2025-07-11,2025-07-18,2025-07-20,731,107.36,Net45
PO101199,SKU1101,SUP501,2024-10-09,2024-10-25,2024-10-28,57,93.12,Net30
PO101200,SKU1077,SUP516,2024-08-07,2024-08-26,2024-08-27,547,17.3,Net30
PO101201,SKU1096,SUP510,2024-08-14,2024-09-07,2024-09-08,748,20.81,Net30
PO101202,SKU1040,SUP507,2025-08-29,2025-09-17,2025-09-18,437,93.84,Net45
PO101203,SKU1007,SUP511,2025-10-24,2025-11-13,2025-11-14,53,103.78,Net30
PO101204,SKU1111,SUP512,2024-07-02,2024-07-13,2024-07-13,192,66.38,Prepaid
PO101205,SKU1077,SUP503,2025-08-04,2025-08-15,2025-08-16,766,93.63,Prepaid
PO101206,SKU1047,SUP514,2025-04-05,2025-04-18,2025-04-18,536,134.94,Net45
PO101207,SKU1052,SUP506,2024-12-04,2024-12-20,2024-12-25,882,106.94,Net30
PO101208,SKU1002,SUP511,2024-09-20,2024-10-04,2024-10-05,803,13.67,Net30
PO101209,SKU1086,SUP514,2024-07-24,2024-08-01,2024-08-02,806,136.99,Net45
PO101210,SKU1101,SUP502,2025-04-09,2025-04-25,2025-04-26,537,76.72,Net45
PO101211,SKU1109,SUP503,2023-11-22,2023-12-09,2023-12-11,249,180.44,Net45
PO101212,SKU1018,SUP516,2025-09-12,2025-09-22,2025-09-22,783,190.97,Net45
PO101213,SKU1004,SUP504,2025-06-22,2025-06-26,2025-06-27,902,167.55,Net45
PO101214,SKU1070,SUP514,2024-07-22,2024-08-02,2024-08-02,168,61.89,Net30
PO101215,SKU1084,SUP517,2023-12-16,2024-01-05,2024-01-06,821,57.67,Net45
PO101216,SKU1089,SUP502,2025-05-21,2025-05-28,2025-05-30,79,187.21,Prepaid
PO101217,SKU1118,SUP510,2025-07-02,2025-07-12,2025-07-12,275,27.09,Net45
PO101218,SKU1032,SUP515,2023-11-22,2023-12-07,2023-12-08,731,174.69,Prepaid
PO101219,SKU1118,SUP517,2025-01-15,2025-01-21,2025-01-24,864,56.61,Net45
PO101220,SKU1042,SUP507,2025-08-26,2025-09-18,2025-09-20,665,20.15,Prepaid
PO101221,SKU1082,SUP510,2025-11-08,2025-12-01,2025-12-01,803,93.67,Net45
PO101222,SKU1048,SUP517,2024-03-25,2024-04-16,2024-04-17,288,115.23,Prepaid
PO101223,SKU1033,SUP503,2025-07-26,2025-08-09,2025-08-11,398,68.25,Net45
PO101224,SKU1075,SUP506,2025-04-12,2025-04-24,2025-04-25,426,136.23,Prepaid
PO101225,SKU1109,SUP510,2024-07-14,2024-07-18,2024-07-18,51,32.12,Net30
PO101226,SKU1007,SUP517,2024-07-27,2024-08-03,2024-08-04,483,14.39,Net30
PO101227,SKU1098,SUP511,2025-08-26,2025-09-18,2025-09-18,179,189.55,Net45
PO101228,SKU1084,SUP507,2024-11-29,2024-12-16,2024-12-17,922,30.55,Net30
PO101229,SKU1040,SUP504,2025-10-11,2025-10-19,2025-10-22,274,124.4,Net30
PO101230,SKU1087,SUP514,2025-02-20,2025-03-10,2025-03-10,814,131.59,Net45
PO101231,SKU1108,SUP501,2024-08-08,2024-08-19,2024-08-20,755,54.06,Prepaid
PO101232,SKU1035,SUP515,2025-06-13,2025-06-21,2025-06-21,348,144.31,Net45
PO101233,SKU1048,SUP501,2024-09-23,2024-10-15,2024-10-16,897,169.02,Net45
PO101234,SKU1026,SUP507,2025-08-12,2025-08-29,2025-08-31,936,140.88,Prepaid
PO101235,SKU1109,SUP515,2025-01-11,2025-01-18,2025-01-19,884,117.51,Net45
PO101236,SKU1116,SUP505,2025-02-07,2025-02-18,2025-02-18,395,122.16,Net30
PO101237,SKU1086,SUP515,2024-03-23,2024-04-11,2024-04-12,450,82.78,Prepaid
PO101238,SKU1067,SUP509,2025-02-14,2025-03-01,2025-03-03,767,93.21,Net45
PO101239,SKU1050,SUP503,2025-02-24,2025-03-08,2025-03-08,644,173.91,Prepaid
PO101240,SKU1108,SUP509,2025-11-03,2025-11-07,2025-11-07,190,193.22,Net30
PO101241,SKU1089,SUP515,2025-10-14,2025-11-01,2025-11-03,273,31.0,Net45
PO101242,SKU1025,SUP500,2025-06-07,2025-06-17,2025-06-19,154,91.48,Net45
PO101243,SKU1100,SUP504,2024-05-20,2024-06-07,2024-06-07,745,152.97,Prepaid
PO101244,SKU1118,SUP501,2025-07-11,2025-07-17,2025-07-18,233,196.46,Prepaid
PO101245,SKU1015,SUP516,2025-08-30,2025-09-23,2025-09-23,202,51.61,Net45
PO101246,SKU1092,SUP512,2025-06-12,2025-07-01,2025-07-02,456,161.66,Net30
PO101247,SKU1038,SUP505,2024-12-18,2025-01-02,2025-01-02,758,46.24,Net45
PO101248,SKU1084,SUP502,2025-10-22,2025-10-28,2025-10-29,715,47.88,Net30
PO101249,SKU1035,SUP514,2024-06-01,2024-06-06,2024-06-06,134,82.31,Prepaid
PO101250,SKU1062,SUP516,2024-03-18,2024-04-09,2024-04-10,636,69.53,Net30
PO101251,SKU1035,SUP503,2024-06-06,2024-06-13,2024-06-15,545,126.64,Net45
PO101252,SKU1089,SUP513,2024-11-11,2024-11-24,2024-11-26,383,58.24,Prepaid
PO101253,SKU1091,SUP517,2024-12-03,2024-12-21,2024-12-22,70,95.24,Net30
PO101254,SKU1071,SUP517,2024-04-25,2024-05-06,2024-05-06,115,95.99,Net45
PO101255,SKU1107,SUP517,2024-07-22,2024-08-12,2024-08-13,177,171.04,Prepaid
PO101256,SKU1084,SUP503,2025-01-10,2025-01-18,2025-01-20,234,66.42,Prepaid
PO101257,SKU1071,SUP514,2024-02-20,2024-02-27,2024-02-27,181,166.33,Net45
PO101258,SKU1026,SUP505,2024-06-15,2024-06-19,2024-06-20,821,185.85,Prepaid
PO101259,SKU1010,SUP503,2024-04-18,2024-05-02,2024-05-03,607,60.63,Prepaid
PO101260,SKU1054,SUP500,2025-03-30,2025-04-23,2025-04-24,581,188.96,Net30
PO101261,SKU1084,SUP517,2024-05-30,2024-06-22,2024-06-23,761,122.96,Net30
PO101262,SKU1066,SUP511,2024-11-11,2024-11-18,2024-11-19,754,95.31,Prepaid
PO101263,SKU1084,SUP501,2024-08-28,2024-09-20,2024-09-21,356,192.96,Prepaid
PO101264,SKU1017,SUP517,2025-03-29,2025-04-02,2025-04-03,181,186.78,Net45
PO101265,SKU1079,SUP513,2024-03-19,2024-04-11,2024-04-12,440,32.25,Net45
PO101266,SKU1115,SUP505,2025-09-21,2025-09-29,2025-09-30,310,94.34,Net45
PO101267,SKU1054,SUP504,2025-03-02,2025-03-08,2025-03-11,800,173.74,Net30
PO101268,SKU1081,SUP506,2024-12-18,2024-12-31,2025-01-01,713,85.91,Net45
PO101269,SKU1077,SUP505,2025-09-12,2025-09-23,2025-09-24,856,53.8,Net30
PO101270,SKU1048,SUP500,2025-07-30,2025-08-14,2025-08-16,326,25.43,Prepaid
PO101271,SKU1068,SUP503,2025-02-28,2025-03-12,2025-03-12,387,186.97,Net45
PO101272,SKU1011,SUP511,2024-08-31,2024-09-24,2024-09-24,199,140.41,Prepaid
PO101273,SKU1035,SUP500,2024-10-15,2024-11-03,2024-11-04,277,167.69,Net30
PO101274,SKU1013,SUP503,2024-05-02,2024-05-14,2024-05-15,363,44.71,Net45
PO101275,SKU1105,SUP515,2025-09-11,2025-09-27,2025-09-30,635,89.38,Net30
PO101276,SKU1070,SUP508,2024-07-13,2024-07-31,2024-08-01,224,41.45,Net30
PO101277,SKU1096,SUP512,2024-11-08,2024-11-14,2024-11-15,744,118.98,Net45
PO101278,SKU1070,SUP512,2025-11-11,2025-12-04,2025-12-06,59,88.98,Net45
PO101279,SKU1065,SUP504,2025-02-04,2025-02-23,2025-02-23,631,76.05,Net45
PO101280,SKU1034,SUP501,2025-10-13,2025-11-04,2025-11-05,429,199.87,Net45
PO101281,SKU1099,SUP507,2023-12-01,2023-12-05,2023-12-06,518,107.68,Prepaid
PO101282,SKU1056,SUP511,2023-12-23,2024-01-10,2024-01-13,332,74.52,Net30
PO101283,SKU1066,SUP507,2024-03-23,2024-04-02,2024-04-03,362,186.91,Net30
PO101284,SKU1098,SUP510,2024-07-11,2024-08-02,2024-08-03,128,81.85,Net45
PO101285,SKU1030,SUP502,2024-12-29,2025-01-08,2025-01-09,811,144.77,Net30
PO101286,SKU1070,SUP515,2025-05-22,2025-06-11,2025-06-13,484,106.38,Net45
PO101287,SKU1065,SUP504,2025-04-18,2025-04-23,2025-04-24,743,73.97,Net45
PO101288,SKU1089,SUP503,2025-08-22,2025-09-05,2025-09-07,982,194.57,Net45
PO101289,SKU1000,SUP513,2024-03-06,2024-03-29,2024-03-29,300,158.79,Net45
PO101290,SKU1084,SUP516,2024-09-11,2024-10-03,2024-10-07,509,144.55,Prepaid
PO101291,SKU1086,SUP516,2024-01-26,2024-02-02,2024-02-02,425,23.88,Prepaid
PO101292,SKU1065,SUP511,2024-02-01,2024-02-16,2024-02-17,438,106.75,Prepaid
PO101293,SKU1047,SUP503,2025-03-18,2025-04-09,2025-04-09,901,174.39,Net45
PO101294,SKU1108,SUP503,2024-02-05,2024-02-15,2024-02-15,321,147.59,Prepaid
PO101295,SKU1000,SUP512,2024-10-26,2024-11-11,2024-11-12,708,109.67,Net45
PO101296,SKU1105,SUP501,2025-07-05,2025-07-13,2025-07-15,918,171.23,Net30
PO101297,SKU1007,SUP511,2025-05-07,2025-05-19,2025-05-24,355,175.26,Net30
PO101298,SKU1013,SUP500,2025-06-09,2025-06-18,2025-06-19,461,10.75,Net30
PO101299,SKU1001,SUP503,2024-03-21,2024-04-05,2024-04-05,591,178.72,Net45
PO101300,SKU1115,SUP504,2024-12-13,2024-12-30,2024-12-30,57,94.29,Prepaid
PO101301,SKU1098,SUP508,2024-06-05,2024-06-27,2024-06-27,356,158.48,Net30
PO101302,SKU1054,SUP505,2025-08-28,2025-09-03,2025-09-03,499,190.11,Net45
PO101303,SKU1107,SUP514,2025-09-24,2025-10-17,2025-10-17,494,104.15,Prepaid
PO101304,SKU1045,SUP506,2024-11-21,2024-12-01,2024-12-01,186,150.57,Net30
PO101305,SKU1053,SUP510,2024-10-09,2024-10-30,2024-10-31,253,18.47,Net30
PO101306,SKU1085,SUP508,2025-09-19,2025-09-26,2025-09-27,557,192.68,Net45
PO101307,SKU1091,SUP504,2024-10-12,2024-10-23,2024-10-25,952,60.5,Net30
PO101308,SKU1064,SUP512,2024-05-16,2024-05-29,2024-05-29,861,50.86,Prepaid
PO101309,SKU1016,SUP504,2024-06-18,2024-07-12,2024-07-14,750,190.49,Prepaid
PO101310,SKU1006,SUP510,2025-09-28,2025-10-03,2025-10-07,58,26.67,Net30
PO101311,SKU1061,SUP509,2024-05-04,2024-05-10,2024-05-12,489,49.24,Prepaid
PO101312,SKU1079,SUP504,2024-12-26,2025-01-01,2025-01-01,337,186.47,Prepaid
PO101313,SKU1110,SUP508,2025-01-31,2025-02-21,2025-02-22,890,165.63,Net30
PO101314,SKU1025,SUP515,2024-07-26,2024-08-02,2024-08-04,767,97.09,Net45
PO101315,SKU1064,SUP505,2024-03-12,2024-04-02,2024-04-03,694,89.49,Net45
PO101316,SKU1019,SUP507,2024-09-23,2024-10-14,2024-10-14,330,24.74,Prepaid
PO101317,SKU1118,SUP504,2024-10-03,2024-10-17,2024-10-18,143,172.72,Prepaid
PO101318,SKU1048,SUP513,2024-07-13,2024-07-22,2024-07-24,286,166.27,Prepaid
PO101319,SKU1043,SUP513,2024-09-20,2024-10-01,2024-10-02,709,61.22,Prepaid
PO101320,SKU1038,SUP503,2025-09-21,2025-10-09,2025-10-10,409,138.89,Net45
PO101321,SKU1053,SUP507,2024-08-31,2024-09-21,2024-09-23,91,120.28,Prepaid
PO101322,SKU1006,SUP510,2025-05-12,2025-05-30,2025-06-01,980,20.33,Net45
PO101323,SKU1012,SUP513,2024-01-16,2024-02-05,2024-02-07,422,173.09,Net30
PO101324,SKU1038,SUP503,2025-10-05,2025-10-29,2025-11-01,615,18.28,Prepaid
PO101325,SKU1042,SUP511,2024-02-29,2024-03-09,2024-03-11,847,14.02,Net45
PO101326,SKU1067,SUP511,2025-07-11,2025-07-31,2025-08-03,648,89.05,Net30
PO101327,SKU1011,SUP503,2024-06-07,2024-06-27,2024-06-28,173,25.26,Prepaid
PO101328,SKU1075,SUP506,2024-09-20,2024-09-25,2024-09-25,151,105.48,Prepaid
PO101329,SKU1069,SUP510,2025-05-10,2025-06-02,2025-06-02,829,164.45,Prepaid
PO101330,SKU1068,SUP504,2025-09-07,2025-09-16,2025-09-16,613,148.56,Net45
PO101331,SKU1032,SUP517,2024-03-27,2024-04-06,2024-04-07,509,42.91,Net45
PO101332,SKU1091,SUP503,2025-11-07,2025-11-15,2025-11-18,479,73.62,Net45
PO101333,SKU1119,SUP516,2025-03-22,2025-04-13,2025-04-15,330,35.07,Net45
PO101334,SKU1016,SUP509,2023-12-17,2024-01-06,2024-01-08,863,73.23,Net45
PO101335,SKU1024,SUP512,2024-04-12,2024-04-28,2024-04-30,575,123.81,Prepaid
PO101336,SKU1021,SUP514,2025-09-10,2025-09-17,2025-09-17,848,112.01,Net30
PO101337,SKU1051,SUP508,2024-07-10,2024-07-15,2024-07-17,635,86.52,Prepaid
PO101338,SKU1075,SUP500,2024-01-18,2024-01-23,2024-01-24,516,69.17,Net45
PO101339,SKU1090,SUP516,2024-09-28,2024-10-04,2024-10-04,353,13.57,Net45
PO101340,SKU1034,SUP517,2025-08-16,2025-09-09,2025-09-10,596,151.58,Prepaid
PO101341,SKU1037,SUP501,2025-05-29,2025-06-11,2025-06-11,334,34.69,Prepaid
PO101342,SKU1034,SUP501,2025-07-21,2025-07-31,2025-07-31,893,68.29,Prepaid
PO101343,SKU1068,SUP503,2024-09-18,2024-10-12,2024-10-19,669,177.0,Net30
PO101344,SKU1041,SUP502,2023-12-11,2023-12-27,2023-12-27,320,71.24,Net45
PO101345,SKU1017,SUP513,2025-05-20,2025-06-11,2025-06-12,108,198.94,Net45
PO101346,SKU1104,SUP500,2024-08-17,2024-08-28,2024-08-28,336,11.06,Prepaid
PO101347,SKU1032,SUP500,2025-08-08,2025-08-29,2025-08-29,846,178.5,Net45
PO101348,SKU1013,SUP512,2025-07-30,2025-08-19,2025-08-21,691,50.97,Net45
PO101349,SKU1077,SUP517,2025-02-24,2025-03-06,2025-03-08,382,26.08,Net30
PO101350,SKU1026,SUP512,2024-04-04,2024-04-09,2024-04-10,793,31.24,Net30
PO101351,SKU1047,SUP504,2024-06-06,2024-06-22,2024-06-25,235,135.81,Net30
PO101352,SKU1023,SUP505,2025-09-29,2025-10-20,2025-10-20,796,11.94,Prepaid
PO101353,SKU1082,SUP509,2025-04-18,2025-05-08,2025-05-11,231,13.47,Net30
PO101354,SKU1087,SUP506,2024-12-14,2025-01-01,2025-01-02,301,34.21,Net30
PO101355,SKU1116,SUP512,2024-05-08,2024-05-27,2024-05-27,794,82.98,Prepaid
PO101356,SKU1077,SUP503,2025-04-30,2025-05-16,2025-05-19,896,136.64,Prepaid
PO101357,SKU1097,SUP501,2024-11-26,2024-12-11,2024-12-13,324,131.9,Prepaid
PO101358,SKU1080,SUP500,2025-10-30,2025-11-15,2025-11-19,860,95.42,Prepaid
PO101359,SKU1069,SUP510,2024-05-29,2024-06-16,2024-06-17,192,137.9,Net30
PO101360,SKU1097,SUP514,2025-01-19,2025-01-26,2025-01-27,540,62.79,Prepaid
PO101361,SKU1031,SUP501,2024-07-19,2024-08-05,2024-08-07,606,147.93,Prepaid
PO101362,SKU1002,SUP501,2025-01-25,2025-02-01,2025-02-03,573,153.72,Net30
PO101363,SKU1018,SUP500,2025-05-21,2025-06-05,2025-06-06,487,55.7,Net30
PO101364,SKU1018,SUP511,2024-03-14,2024-03-19,2024-03-19,950,75.15,Net45
PO101365,SKU1049,SUP503,2024-07-31,2024-08-23,2024-08-24,279,91.74,Prepaid
PO101366,SKU1036,SUP511,2024-05-12,2024-05-19,2024-05-20,419,163.13,Prepaid
PO101367,SKU1114,SUP501,2024-11-07,2024-11-25,2024-11-25,593,187.83,Net30
PO101368,SKU1076,SUP505,2025-03-07,2025-03-17,2025-03-18,733,159.52,Net45
PO101369,SKU1038,SUP509,2024-10-22,2024-11-04,2024-11-09,988,170.29,Net30
PO101370,SKU1084,SUP511,2024-12-23,2025-01-08,2025-01-08,778,12.34,Prepaid
PO101371,SKU1100,SUP500,2023-12-12,2024-01-01,2024-01-04,846,181.57,Net45
PO101372,SKU1018,SUP510,2024-08-03,2024-08-09,2024-08-12,865,111.06,Net30
PO101373,SKU1104,SUP502,2024-07-13,2024-07-29,2024-07-31,794,111.07,Net30
PO101374,SKU1018,SUP502,2024-10-25,2024-11-08,2024-11-11,835,163.73,Net30
PO101375,SKU1045,SUP510,2025-07-29,2025-08-14,2025-08-16,473,159.27,Net45
PO101376,SKU1101,SUP510,2024-01-25,2024-01-30,2024-02-01,993,100.09,Prepaid
PO101377,SKU1049,SUP513,2025-06-02,2025-06-13,2025-06-13,554,55.8,Net45
PO101378,SKU1068,SUP507,2024-06-19,2024-06-23,2024-06-24,481,36.3,Net45
PO101379,SKU1073,SUP507,2023-12-16,2024-01-08,2024-01-09,52,42.25,Prepaid
PO101380,SKU1108,SUP500,2025-05-06,2025-05-16,2025-05-16,186,171.44,Prepaid
PO101381,SKU1007,SUP511,2025-07-20,2025-07-24,2025-07-24,847,66.6,Prepaid
PO101382,SKU1037,SUP514,2024-09-30,2024-10-13,2024-10-14,984,20.57,Net30
PO101383,SKU1031,SUP506,2025-02-26,2025-03-10,2025-03-11,191,66.2,Prepaid
PO101384,SKU1089,SUP504,2024-03-17,2024-03-23,2024-03-25,484,165.4,Net30
PO101385,SKU1006,SUP503,2024-04-15,2024-04-29,2024-04-30,907,195.23,Net45
PO101386,SKU1111,SUP505,2023-11-27,2023-12-13,2023-12-13,130,86.38,Prepaid
PO101387,SKU1009,SUP500,2024-08-31,2024-09-22,2024-09-24,203,91.68,Prepaid
PO101388,SKU1060,SUP504,2024-09-16,2024-10-03,2024-10-05,356,184.72,Net30
PO101389,SKU1052,SUP510,2025-09-27,2025-10-18,2025-10-21,63,170.03,Net30
PO101390,SKU1014,SUP504,2024-11-13,2024-11-22,2024-11-22,668,28.7,Prepaid
PO101391,SKU1064,SUP505,2025-10-09,2025-10-16,2025-10-16,746,150.09,Net30
PO101392,SKU1070,SUP508,2024-01-05,2024-01-25,2024-01-25,776,172.76,Prepaid
PO101393,SKU1054,SUP505,2025-05-30,2025-06-20,2025-06-23,436,40.9,Prepaid
PO101394,SKU1095,SUP506,2024-10-14,2024-11-02,2024-11-05,451,179.18,Prepaid
PO101395,SKU1105,SUP517,2025-01-27,2025-02-11,2025-02-12,759,55.53,Net30
PO101396,SKU1061,SUP510,2024-02-14,2024-03-09,2024-03-10,439,42.94,Prepaid
PO101397,SKU1006,SUP511,2025-08-05,2025-08-21,2025-08-21,161,35.87,Prepaid
PO101398,SKU1009,SUP511,2025-06-30,2025-07-21,2025-07-22,78,32.34,Prepaid
PO101399,SKU1036,SUP505,2024-07-27,2024-08-20,2024-08-25,661,183.62,Prepaid
PO101400,SKU1096,SUP509,2025-09-13,2025-09-21,2025-09-22,83,47.28,Prepaid
PO101401,SKU1034,SUP502,2025-09-08,2025-10-02,2025-10-04,627,58.97,Net30
PO101402,SKU1005,SUP501,2024-09-22,2024-10-05,2024-10-05,58,139.05,Net30
PO101403,SKU1096,SUP509,2023-12-26,2024-01-02,2024-01-03,372,86.25,Net30
PO101404,SKU1092,SUP511,2023-12-25,2024-01-06,2024-01-08,149,36.95,Net30
PO101405,SKU1052,SUP516,2024-09-10,2024-09-21,2024-09-21,203,118.84,Prepaid
PO101406,SKU1075,SUP512,2025-07-03,2025-07-27,2025-07-29,88,88.24,Net30
PO101407,SKU1020,SUP504,2025-10-04,2025-10-11,2025-10-12,690,140.11,Prepaid
PO101408,SKU1091,SUP507,2024-03-11,2024-03-29,2024-03-30,719,195.75,Prepaid
PO101409,SKU1098,SUP505,2025-07-01,2025-07-12,2025-07-15,796,112.78,Net45
PO101410,SKU1083,SUP516,2025-05-30,2025-06-22,2025-06-22,854,56.04,Prepaid
PO101411,SKU1043,SUP509,2024-11-18,2024-12-06,2024-12-06,491,30.24,Prepaid
PO101412,SKU1114,SUP512,2025-03-18,2025-03-30,2025-04-01,671,196.06,Prepaid
PO101413,SKU1019,SUP515,2024-06-16,2024-06-30,2024-07-03,834,176.09,Net30
PO101414,SKU1070,SUP502,2024-01-01,2024-01-05,2024-01-06,223,168.98,Net30
PO101415,SKU1020,SUP502,2024-07-03,2024-07-08,2024-07-08,141,86.04,Prepaid
PO101416,SKU1022,SUP514,2025-05-21,2025-06-11,2025-06-13,312,106.93,Net30
PO101417,SKU1083,SUP504,2024-04-26,2024-05-13,2024-05-15,549,68.76,Prepaid
PO101418,SKU1046,SUP509,2025-06-04,2025-06-08,2025-06-08,989,153.83,Net45
PO101419,SKU1016,SUP514,2024-06-01,2024-06-19,2024-06-19,371,19.28,Net30
PO101420,SKU1010,SUP513,2025-01-27,2025-02-11,2025-02-13,946,47.39,Net45
PO101421,SKU1005,SUP501,2024-01-19,2024-02-12,2024-02-13,890,14.59,Net45
PO101422,SKU1001,SUP504,2025-04-15,2025-05-02,2025-05-02,212,85.24,Net45
PO101423,SKU1051,SUP502,2025-09-22,2025-10-11,2025-10-12,735,30.56,Prepaid
PO101424,SKU1044,SUP514,2025-05-20,2025-05-31,2025-05-31,887,133.57,Net30
PO101425,SKU1013,SUP502,2025-07-16,2025-07-29,2025-08-01,994,86.83,Net30
PO101426,SKU1098,SUP513,2025-03-24,2025-03-31,2025-03-31,374,117.24,Net30
PO101427,SKU1077,SUP515,2024-01-20,2024-01-28,2024-01-28,167,33.82,Net30
PO101428,SKU1058,SUP501,2025-01-28,2025-02-19,2025-02-21,199,195.68,Net45
PO101429,SKU1027,SUP510,2025-08-01,2025-08-10,2025-08-12,842,89.4,Net30
PO101430,SKU1007,SUP511,2024-06-15,2024-06-25,2024-06-27,268,45.98,Prepaid
PO101431,SKU1027,SUP500,2025-05-17,2025-06-07,2025-06-08,326,16.15,Net30
PO101432,SKU1081,SUP505,2025-05-03,2025-05-23,2025-05-25,464,50.1,Prepaid
PO101433,SKU1038,SUP514,2024-11-23,2024-11-28,2024-11-29,735,23.24,Net30
PO101434,SKU1023,SUP501,2024-07-21,2024-08-14,2024-08-15,400,61.88,Net30
PO101435,SKU1021,SUP506,2025-06-01,2025-06-10,2025-06-11,536,150.7,Net45
PO101436,SKU1088,SUP505,2025-07-14,2025-08-07,2025-08-07,984,43.67,Net45
PO101437,SKU1073,SUP512,2025-11-11,2025-11-24,2025-11-25,965,76.54,Net45
PO101438,SKU1025,SUP502,2023-11-17,2023-12-08,2023-12-08,198,196.1,Net30
PO101439,SKU1085,SUP510,2024-04-17,2024-04-28,2024-04-29,201,64.96,Net30
PO101440,SKU1110,SUP510,2024-01-12,2024-01-16,2024-01-19,466,187.16,Net30
PO101441,SKU1066,SUP500,2024-11-02,2024-11-12,2024-11-13,927,75.63,Prepaid
PO101442,SKU1081,SUP514,2024-11-24,2024-12-05,2024-12-08,87,96.23,Prepaid
PO101443,SKU1095,SUP506,2024-02-21,2024-02-25,2024-02-26,220,185.4,Net45
PO101444,SKU1048,SUP506,2024-05-25,2024-06-08,2024-06-10,745,126.54,Net45
PO101445,SKU1001,SUP511,2024-12-03,2024-12-10,2024-12-11,968,54.12,Net30
PO101446,SKU1064,SUP503,2024-03-23,2024-03-27,2024-03-27,516,76.06,Net30
PO101447,SKU1052,SUP511,2024-01-12,2024-01-25,2024-01-27,585,121.6,Net30
PO101448,SKU1014,SUP505,2024-10-16,2024-10-31,2024-11-01,616,100.02,Net45
PO101449,SKU1020,SUP517,2025-01-08,2025-01-16,2025-01-16,725,191.93,Net45
PO101450,SKU1087,SUP513,2023-12-06,2023-12-17,2023-12-17,997,57.82,Prepaid
PO101451,SKU1011,SUP503,2025-11-03,2025-11-23,2025-11-26,471,162.62,Prepaid
PO101452,SKU1063,SUP517,2024-02-19,2024-03-01,2024-03-01,645,12.6,Prepaid
PO101453,SKU1085,SUP509,2024-02-08,2024-02-18,2024-02-21,845,189.84,Net30
PO101454,SKU1070,SUP512,2024-02-20,2024-03-08,2024-03-08,177,75.33,Net30
PO101455,SKU1101,SUP514,2024-04-19,2024-05-05,2024-05-06,770,94.85,Net45
PO101456,SKU1050,SUP500,2025-09-30,2025-10-09,2025-10-09,569,79.36,Net30
PO101457,SKU1034,SUP508,2025-07-08,2025-07-27,2025-07-28,981,90.68,Net30
